App Name,Category,Sub Category,Rating,Reviews,Installs,Price,Content Rating,Last Updated
St Patrick's Day Word Search,GAME,PUZZLE,4.268292904,41.0,"1,000+",0,Everyone,11-Oct-14
?? ???,GAME,CARD,4.538884163,3459.0,"50,000+",0,Teen,14-Mar-19
??? ??,GAME,CASINO,4.504843712,929.0,"5,000+",0,Teen,31-May-18
Monsters Heroes,GAME,CASUAL,5,1.0,100+,0,Everyone,8-Mar-18
Baby Panda Memory In Action,GAME,EDUCATIONAL,4.298039436,255.0,"100,000+",0,Everyone,22-Mar-19
GraviFlow,GAME,ARCADE,5,9.0,10+,0,Everyone,25-Oct-18
Classic chess,GAME,BOARD,4.354305744,3449.0,"100,000+",0,Everyone,19-Nov-18
The Adventure of Palui,GAME,ADVENTURE,4.846153736,13.0,500+,0,Everyone,9-Jul-18
Baby Panda�s First Words,GAME,EDUCATIONAL,4.420260906,997.0,"1,000,000+",0,Everyone,15-Mar-19
i Live - You play he lives,GAME,SIMULATION,4.050353527,70303.0,"1,000,000+",0,Everyone,1-Feb-19
Pockieland - Animal Society,GAME,SIMULATION,4.643695831,59118.0,"1,000,000+",0,Everyone,11-Apr-18
WitchSpring,GAME,ROLE_PLAYING,4.604588509,741.0,"10,000+",1.99 ,Everyone 10+,21-Jun-18
Dots & Blocks,GAME,PUZZLE,4.333333492,6.0,100+,0,Everyone,17-Jul-17
Guess World Celebrity,GAME,PUZZLE,4.400000095,5.0,100+,0,Everyone,19-Mar-19
Naija Guess Celebrity,GAME,PUZZLE,4.199999809,5.0,50+,0,Everyone,2-Jan-19
Dr. Parker : Real car parking simulation,GAME,RACING,4.560397148,18726.0,"1,000,000+",0,Everyone,5-Mar-19
??????????,GAME,ARCADE,4.032557964,430.0,"10,000+",4.99 ,Everyone,23-Jan-17
????????,GAME,ARCADE,4.246405602,5495.0,"500,000+",0,Everyone 10+,13-Jul-18
Spin and win cash,GAME,CASUAL,3.473684311,19.0,"1,000+",0,Everyone,8-Feb-19
Pointless Ball,GAME,ADVENTURE,4.509433746,53.0,"1,000+",0,Everyone,24-Aug-17
Nyardle,GAME,CASUAL,4.020665169,6194.0,"1,000,000+",0,Everyone 10+,28-Sep-18
Guess the Logo: New Quiz Game,GAME,TRIVIA,4.661016941,59.0,"1,000+",0,Everyone,19-Feb-18
Sudoku,GAME,PUZZLE,4.573333263,150.0,"1,000+",0,Everyone,26-Jun-17
Word Search 10,GAME,WORD,4.753086567,81.0,"1,000+",0,Everyone,9-Dec-18
CrossWords 10,GAME,WORD,4.541444302,5622.0,"100,000+",0,Everyone,20-Mar-19
GeoBoard for kids. Draw shapes,GAME,EDUCATIONAL,2.87391305,230.0,"100,000+",0,Everyone,19-Oct-15
Infinite Punch,GAME,ARCADE,4.708333492,24.0,"1,000+",0,Teen,19-Sep-18
132 Photo Crosswords,GAME,WORD,4.654017925,448.0,"10,000+",0,Everyone,7-Jul-18
Quiz B�blico OffLine,GAME,EDUCATIONAL,3.75,28.0,"5,000+",0,Everyone,26-Feb-18
Dungelot Shattered Lands,GAME,ADVENTURE,4.418901443,783.0,"1,000+",3.99 ,Everyone 10+,10-Jul-16
Shogi Quest Plus,GAME,BOARD,3.689655066,58.0,"10,000+",0,Everyone,9-Feb-17
ChessQuest - Live Online Chess,GAME,BOARD,3.781456947,151.0,"10,000+",0,Everyone,18-Jul-17
Othello Quest (former Reversi Wars) - live online,GAME,BOARD,4.074125767,2145.0,"100,000+",0,Everyone,28-Mar-19
Go Quest Online (Baduk/Weiqi),GAME,BOARD,4.340640545,3467.0,"100,000+",0,Everyone,28-Mar-19
Gomoku Quest - Online Gomoku(Renju),GAME,BOARD,4.366279125,172.0,"5,000+",0,Everyone,29-Mar-19
Dancing With The Stars,GAME,PUZZLE,4.377552986,29278.0,"500,000+",0,Everyone,5-Mar-19
Free Sudoku,GAME,PUZZLE,5,1.0,1+,0,Everyone,9-Jan-19
Mini Juice,GAME,PUZZLE,4.613362312,913.0,"50,000+",0,Everyone,2-Apr-19
Infinite Jellyfish Runner ??,GAME,ARCADE,4.5,8.0,"1,000+",0,Everyone,10-Jan-19
Fruit Link Match 3,GAME,CASUAL,5,2.0,100+,0,Everyone,18-Jul-18
Knife Hit,GAME,ARCADE,4.333333492,6.0,500+,0,Everyone,29-Jun-18
Smashing Traffic,GAME,ARCADE,4.695652008,23.0,500+,0,Everyone,18-Jul-16
Legacy - The Lost Pyramid,GAME,PUZZLE,3.820895433,603.0,"50,000+",0,Everyone,15-Dec-16
Solitaire Dungeon Escape,GAME,BOARD,4.664215565,408.0,"1,000+",1.99 ,Everyone,12-Aug-18
Board Games,GAME,BOARD,3.997138739,34950.0,"1,000,000+",0,Everyone,3-Oct-18
Board Games Lite,GAME,BOARD,3.753839493,9116.0,"1,000,000+",0,Everyone,4-Oct-18
Sticker Craft,GAME,PUZZLE,3.716049433,81.0,"5,000+",0,Everyone,23-Aug-16
XOX,GAME,CASUAL,4.142857075,7.0,100+,0,Everyone,28-Jul-15
Front Battle - 2 player game,GAME,ARCADE,3.885057449,87.0,"5,000+",0,Everyone,10-Dec-14
Learn Kanji N4,GAME,EDUCATIONAL,4.272727489,11.0,"1,000+",0,Everyone,4-Oct-14
JDN Games | Banyak Game dalam 1 aplikasi,GAME,CASUAL,5,12.0,100+,0,Everyone,1-Feb-19
Islamic Quiz Questions,GAME,EDUCATIONAL,4.666666508,3.0,500+,0,Everyone,21-Dec-17
K53 Traffic Sign Match,GAME,PUZZLE,4.307692528,13.0,"1,000+",0,Everyone,25-Dec-17
Corra Luiz 241,GAME,ACTION,5,3.0,50+,0,Everyone,4-Jan-18
Lunch Rush HD (Full),GAME,CASUAL,4.763888836,72.0,100+,4.99 ,Everyone,18-Feb-19
????????? ??????,GAME,EDUCATIONAL,4.228571415,35.0,"1,000+",2.99 ,Everyone,9-Nov-17
????? ??????? ? ??????? VIP ???? ??? ??????? ?????,GAME,CARD,5,2.0,100+,0,Everyone,10-Apr-18
Zombies Sniper: save the city,GAME,ACTION,4.300000191,530.0,"100,000+",0,Teen,17-Dec-16
???? ????? ???? ???? ??? ????? ??????? ????????,GAME,SPORTS,3.047619104,21.0,"1,000+",0,Everyone,1-Apr-17
Color My Moto Mods�,GAME,EDUCATIONAL,5,5.0,"1,000+",0,Everyone,5-Oct-16
Sudoku Solver,GAME,PUZZLE,5,9.0,50+,0,Everyone,27-Oct-18
MATHS VS BLOCKS,GAME,EDUCATIONAL,4.428571224,14.0,100+,0,Everyone,21-Mar-18
Stratego� Multiplayer Premium,GAME,BOARD,4.151260376,238.0,"5,000+",6.99 ,Everyone,28-Dec-15
Taprider,GAME,RACING,4.272727489,11.0,100+,0,Everyone,12-Sep-17
Xcube Master : 3D Puzzle Cube,GAME,PUZZLE,4.486842155,76.0,"1,000+",0,Everyone,16-Oct-18
Jeu Millionnaire quiz fran�ais,GAME,TRIVIA,4.095238209,21.0,"10,000+",0,Everyone,11-Nov-16
Bethesda� Pinball,GAME,ARCADE,3.828905582,7867.0,"1,000,000+",0,Everyone 10+,22-Jun-18
Hello Quantum,GAME,EDUCATIONAL,4.724137783,145.0,"10,000+",0,Everyone,15-Aug-18
MentalUP � Brain Games,GAME,EDUCATIONAL,4.740530014,47069.0,"1,000,000+",0,Everyone,1-Apr-19
Back To School Game,GAME,ARCADE,3.46875,32.0,"1,000+",0,Everyone,7-Feb-17
Candy Catcher,GAME,ARCADE,4.166666508,6.0,"1,000+",0,Everyone,7-Feb-17
Backgammon Online,GAME,BOARD,3.807884932,4794.0,"100,000+",0,Teen,23-Jan-19
BlackJack King,GAME,CARD,3.142857075,14.0,"10,000+",0,Teen,15-Feb-17
?????DX - ????????,GAME,SIMULATION,4.425976276,1101.0,"10,000+",0,Everyone,6-May-16
Cess Destiny,GAME,ACTION,3.480000019,100.0,"10,000+",0,Everyone 10+,20-Mar-16
Robber Runner - adventure game,GAME,ADVENTURE,5,1.0,50+,0,Everyone,24-Oct-17
[Premium] RPG Wizards of Brandel,GAME,ROLE_PLAYING,4.512705326,669.0,"1,000+",7.99 ,Teen,28-Mar-19
Malayalam movie Quiz-Actors childhood photo quiz,GAME,PUZZLE,5,1.0,100+,0,Teen,2-Feb-19
Pro Pink Piano Tiles,GAME,MUSIC,4.636363506,11.0,"1,000+",0,Everyone,10-Oct-18
Dream piano magic,GAME,MUSIC,4.418103218,464.0,"10,000+",0,Everyone,5-Sep-18
Furious Squad,GAME,ACTION,4.180582523,1545.0,"100,000+",0,Mature 17+,24-Jan-17
Car Parking Simulator: Girls,GAME,SIMULATION,4.014489651,9731.0,"1,000,000+",0,Everyone,11-Jan-19
Grim Tales: Bloody Mary (Full),GAME,CASUAL,4.453818798,1126.0,"10,000+",4.99 ,Teen,23-Sep-15
Find The Differences 59,GAME,CASUAL,4.130742073,283.0,"50,000+",0,Everyone,1-May-18
Baby Panda Happy Clean,GAME,EDUCATIONAL,4.526285648,6943.0,"1,000,000+",0,Everyone,19-Mar-19
French Coinche,GAME,CARD,4.1603055,131.0,"1,000+",3.49 ,Everyone,14-Nov-18
Treasure Swap,GAME,PUZZLE,4.60305357,131.0,"10,000+",0,Everyone,8-Mar-19
Egypt Color Jewel,GAME,ARCADE,4.439655304,232.0,"10,000+",0,Everyone,7-Mar-19
Criminal Russia 3D.Gangsta way,GAME,RACING,4.326984406,154668.0,"5,000,000+",0,Teen,29-Jan-19
777 Slot Machines: SlotsMania,GAME,CASINO,4.349206448,63.0,"5,000+",0,Teen,16-Jul-15
Sally's Spa,GAME,CASUAL,4.078947544,38.0,"1,000+",2.99 ,Everyone,26-Feb-19
Trendy - The Trend Trivia Game!,GAME,TRIVIA,5,8.0,"1,000+",0,Everyone,19-Mar-19
My Taco Shop - Mexican and Tex-Mex Food Shop Game,GAME,SIMULATION,4.342962265,3531.0,"100,000+",0,Everyone,15-May-18
????????????? ??????????????,GAME,EDUCATIONAL,4.272727489,22.0,"1,000+",0,Everyone,1-Aug-15
EVERYTOWN,GAME,CASUAL,4.066351414,23270.0,"500,000+",0,Everyone,21-Sep-17
Puzzland - Word & Number Puzzle Games,GAME,PUZZLE,4.689655304,29.0,"1,000+",0,Everyone,5-Feb-19
Cafe Merge: Merging Game To Level Up Your Business,GAME,SIMULATION,4.739130497,46.0,"1,000+",0,Everyone,14-Mar-19
Pixel Arena Online: PvP Multiplayer Blocky Shooter,GAME,ACTION,4.293586731,21721.0,"1,000,000+",0,Teen,1-Apr-19
LOW POLY ART - Coloring Puzzle & Polygon Artbook,GAME,PUZZLE,3.428571463,42.0,"5,000+",0,Everyone,27-Nov-18
Pet Shop Story: Renaissance,GAME,SIMULATION,4.116670132,24385.0,"1,000,000+",0,Everyone,25-Nov-14
DISTRAINT: Deluxe Edition,GAME,ADVENTURE,4.825518131,1834.0,"50,000+",4.49 ,Mature 17+,2-May-18
Pixel Maha: ????????? ?? ??????? ?? ????? ????????,GAME,PUZZLE,4.773104668,15787.0,"100,000+",0,Everyone,12-Oct-18
Learning numbers for toddlers - educational game,GAME,EDUCATIONAL,3.820913076,18773.0,"5,000,000+",0,Everyone,30-Mar-19
"Mental arithmetic (Math, Brain Training Apps)",GAME,EDUCATIONAL,4.439507961,8621.0,"1,000,000+",0,Everyone,2-Feb-19
La Frise Magique,GAME,EDUCATIONAL,4.400000095,5.0,"1,000+",0,Everyone,16-Sep-17
Kelime Cambaz? Kelime Oyunu,GAME,PUZZLE,4.22312212,1358.0,"100,000+",0,Everyone,27-Aug-15
Word Crack,GAME,WORD,4.326552868,1819.0,"10,000+",2.99 ,Everyone,26-Oct-16
RedWall,GAME,ARCADE,4.800000191,20.0,50+,0,Everyone,7-Jan-17
Cube Lines,GAME,ARCADE,4.777777672,9.0,10+,0,Everyone,21-Apr-17
S? Ki?u Truy?n K?,GAME,ROLE_PLAYING,4.389078617,1172.0,"50,000+",0,Everyone,4-Mar-19
Division,GAME,EDUCATIONAL,4.30901289,699.0,"100,000+",0,Everyone,11-Jan-18
Jungle Rumble,GAME,PUZZLE,4.338842869,2057.0,"100,000+",0,Everyone,30-Jan-17
Mini Scoreboard,GAME,WORD,5,5.0,50+,0,Everyone,19-Nov-16
MyGame WordSearch,GAME,EDUCATIONAL,3.599999905,5.0,100+,0,Everyone,22-Apr-15
???? ???????,GAME,TRIVIA,4.662650585,83.0,"5,000+",0,Everyone,6-Mar-18
Musik Quiz - Song Guess FREE,GAME,MUSIC,3.230769157,39.0,"5,000+",0,Everyone,25-Feb-14
SFD DEMO,GAME,ROLE_PLAYING,4.611111164,18.0,500+,0,Everyone 10+,23-Feb-19
Battle Car Tycoon: Idle Merge Arena,GAME,SIMULATION,4.545454502,11.0,"10,000+",0,Everyone,1-Apr-19
WORD FINDER MASTER RACE,GAME,WORD,5,8.0,10+,0,Everyone,10-Dec-18
Guess The Country,GAME,WORD,4.920000076,25.0,100+,0,Everyone,11-Dec-18
Sokoban Craft,GAME,PUZZLE,2,1.0,10+,0,Everyone,24-Dec-18
?Zombies! - Crossy Football,GAME,ARCADE,3.701607227,1431.0,"100,000+",0,Everyone 10+,8-Jan-16
Crossy Robot: Combine Skins,GAME,ACTION,4.527757645,9745.0,"500,000+",0,Everyone,10-Feb-18
? Crossy Creepers: Marvel Island Block Survival ?,GAME,ARCADE,4.27523756,72679.0,"5,000,000+",0,Everyone,10-Jun-18
Last Zombie Hunter,GAME,ADVENTURE,4.449999809,120.0,"5,000+",0,Everyone,3-Jan-18
??Turbo Slither: Snails Collection??,GAME,CASUAL,4.181818008,22.0,"1,000+",0,Everyone,26-Jul-17
Air Plane Race  Vs Fighter Plane Racing,GAME,RACING,3.630434752,46.0,"10,000+",0,Everyone,31-Aug-18
Monster Truck Racing,GAME,RACING,5,11.0,500+,0,Everyone,1-Aug-18
Pzls jigsaw puzzles for adults,GAME,PUZZLE,4.474514008,10653.0,"500,000+",0,Everyone,17-Mar-19
Malayalam Movie Quiz - ????? ?,GAME,PUZZLE,3.65625,32.0,"10,000+",0,Everyone,4-Oct-16
Tamil Movie Quiz - ???????? ?,GAME,PUZZLE,3.952941179,85.0,"50,000+",0,Everyone,19-Aug-17
Galdeketaun  Lehiaketa,GAME,TRIVIA,4.5,8.0,500+,0,Everyone,14-Dec-17
Ramontchi,GAME,PUZZLE,4.75,4.0,10+,0,Everyone 10+,16-May-17
The 5th Move - 3D Fighting,GAME,ACTION,4.5,2.0,100+,0,Everyone,7-Nov-17
Speed Anatomy (No ads),GAME,PUZZLE,4.633333206,120.0,"5,000+",0.99 ,Everyone,30-Dec-13
Train Simulator 2017 - Euro Railway Tracks Driving,GAME,SIMULATION,4.193273067,8325.0,"1,000,000+",0,Everyone,19-Nov-18
Taxi Driver 2017 - USA City Cab Driving Game,GAME,SIMULATION,4.155807018,5924.0,"1,000,000+",0,Everyone,19-Nov-18
Flying School Bus Sim 2017,GAME,SIMULATION,4.255924225,422.0,"100,000+",0,Everyone,28-Sep-18
Army Bus Driving 2017 - Military Coach Transporter,GAME,SIMULATION,4.281042099,15777.0,"1,000,000+",0,Everyone,19-Nov-18
Hoop Rush,GAME,ARCADE,4.105263233,1064.0,"100,000+",0,Everyone,15-Jun-18
? Puppet Soccer Zoo - Football ?,GAME,SPORTS,4.586256027,7043.0,"100,000+",0,Everyone,28-Feb-18
?? Sunny Slots Casino ??,GAME,CASINO,4.524933338,2627.0,"100,000+",0,Teen,20-Jul-17
Solitaire Collection 2019 : Daily Challenge,GAME,CARD,4.115108013,139.0,"100,000+",0,Everyone,3-Apr-19
Block Puzzle,GAME,PUZZLE,3.934782505,92.0,"100,000+",0,Everyone,1-Apr-19
Find The Differences Games - Fairy Tales Games,GAME,PUZZLE,4.152741432,766.0,"100,000+",0,Everyone,2-Apr-19
Peter Rabbit: Let's Go!,GAME,EDUCATIONAL,4.846153736,13.0,500+,2.49 ,Everyone,19-Jul-18
Peter Rabbit: Let's Go! (Free),GAME,EDUCATIONAL,4.055555344,18.0,"5,000+",0,Everyone,18-Dec-18
Bubble Shooter Magic of Oz,GAME,PUZZLE,4.515762806,793.0,"100,000+",0,Everyone,3-Apr-19
Balloon Pop Blast,GAME,PUZZLE,4.582568645,218.0,"10,000+",0,Everyone,1-Apr-19
QuickEye,GAME,PUZZLE,4.538461685,13.0,100+,0,Everyone,29-Oct-18
ABC Runner ESPA�OL FREE,GAME,EDUCATIONAL,5,3.0,100+,0,Everyone,22-Apr-18
Islamic Memory Game FREE,GAME,EDUCATIONAL,4.925000191,80.0,"5,000+",0,Everyone,21-Apr-18
A B C Renner Deutsch,GAME,EDUCATIONAL,5,3.0,100+,0,Everyone,11-Apr-18
Spanish English Verb Quiz  FREE,GAME,EDUCATIONAL,5,3.0,100+,0,Everyone,29-Oct-18
Damone - Italian checkers,GAME,BOARD,3.666666746,6.0,500+,0,Everyone,28-Dec-17
Sorting Hat 2,GAME,TRIVIA,3.508474588,177.0,"10,000+",0,Everyone,28-Sep-18
Brainia :  Brain Training Games For The Mind,GAME,PUZZLE,4.463878155,263.0,"10,000+",0,Everyone,19-May-18
Road Trip Travel Games,GAME,CASUAL,3.379310369,87.0,"50,000+",0,Everyone,22-Dec-14
ArcticAdventure,GAME,ADVENTURE,4.933333397,15.0,500+,0,Everyone,29-Aug-17
Sim Cell,GAME,PUZZLE,4.277777672,18.0,100+,0.99 ,Everyone,11-Sep-18
Sudoku,GAME,PUZZLE,4.635000229,200.0,"10,000+",0,Everyone,17-Dec-18
Math Run - School Edition,GAME,ACTION,5,4.0,"1,000+",2.99 ,Everyone,29-May-17
3d Heavy Bike Racing: 3d Bike Racing: 3d Bike Race,GAME,RACING,5,2.0,100+,0,Everyone,26-Oct-18
Olomouc Labyrinth,GAME,BOARD,3.666666746,9.0,100+,0,Everyone,4-Apr-16
Chess PGN Master Pro Key,GAME,BOARD,4.746341228,205.0,"5,000+",6.99 ,Everyone,13-Feb-14
Squirrel Simulator,GAME,SIMULATION,4.531817913,65498.0,"5,000,000+",0,Everyone 10+,21-Jul-17
Golf Defied,GAME,SIMULATION,4.650862217,232.0,"10,000+",0,Everyone,25-Mar-19
Candy Rain,GAME,TRIVIA,3.188235283,170.0,"10,000+",0,Everyone,17-Sep-13
RC Bot,GAME,EDUCATIONAL,3,4.0,0+,0,Everyone,1-Nov-18
Complete Ear Trainer,GAME,MUSIC,4.627886295,3378.0,"100,000+",0,Everyone,21-Sep-18
The Revenge of Shinobi Classic,GAME,ACTION,4.275670052,4665.0,"500,000+",0,Everyone 10+,31-Jan-19
Comix Zone Classic,GAME,ACTION,4.513885021,24163.0,"1,000,000+",0,Teen,4-Mar-19
Candy Shark,GAME,PUZZLE,4.487179279,39.0,"5,000+",0,Everyone,13-Dec-18
Flying Panda Free Game,GAME,CASUAL,4.846153736,26.0,100+,0,Everyone,3-Oct-18
Icon Mania: Guess the Brand,GAME,EDUCATIONAL,5,10.0,100+,0,Everyone,3-Oct-18
Butcher X - Scary Horror Game/Escape from hospital,GAME,ARCADE,4.334894657,854.0,"50,000+",0,Teen,18-Jan-19
Dark Riddle,GAME,ADVENTURE,4.391376495,1809.0,"100,000+",0,Everyone 10+,1-Mar-19
Duraks,GAME,CARD,3.387096882,527.0,"10,000+",0,Everyone,14-Feb-17
Wilki,GAME,ADVENTURE,5,6.0,"1,000+",0,Everyone,7-Mar-19
Tropical Treats: Ice Cream Match 3,GAME,PUZZLE,4.75224781,5005.0,"100,000+",0,Everyone,12-Feb-19
Penguin Run,GAME,ACTION,4.621901035,4840.0,"1,000,000+",0,Everyone,1-Mar-19
Mutant Fighting Cup 2,GAME,ACTION,4.575127602,206309.0,"10,000,000+",0,Everyone 10+,13-Feb-19
FingerDrive,GAME,CASUAL,4.199999809,5.0,"1,000+",0,Teen,12-Nov-18
Drift Parking,GAME,ARCADE,5,1.0,100+,0,Everyone,29-Jan-19
??????????????,GAME,CASUAL,3,2.0,50+,0,Everyone,21-Apr-17
Famous Celebrity Lopoly Puzzle,GAME,PUZZLE,4.199999809,5.0,500+,0,Everyone,11-Dec-18
Fiete Math - 1st Grade for Kids,GAME,EDUCATIONAL,4.857142925,21.0,"1,000+",0.99 ,Everyone,1-Jun-16
Fiete Match - Memory Game for Kids,GAME,EDUCATIONAL,4.425196648,127.0,"5,000+",0.99 ,Everyone,26-Nov-14
Vortoserc word search puzzle,GAME,PUZZLE,3.615384579,13.0,"1,000+",0,Everyone,14-Dec-17
The Chess Lv.100 Free,GAME,BOARD,4.388761044,3470.0,"100,000+",0,Everyone,7-Dec-18
Cards Order Wizard : Solitaire Puzzle RPG,GAME,CARD,4.571428776,14.0,"1,000+",0,Everyone 10+,2-Jul-18
[BL] ??? ????,GAME,CASUAL,4.631799221,239.0,"1,000+",2.49 ,Everyone,8-Sep-17
The Fable of Ruby,GAME,ROLE_PLAYING,4.619047642,63.0,"1,000+",1.99 ,Everyone 10+,5-Jul-17
Celebrity Bingo - Free Multiplayer Bingo,GAME,CARD,4.157894611,19.0,"1,000+",0,Teen,2-Apr-19
Find the differences for kids,GAME,ARCADE,3,2.0,100+,0,Everyone,22-Aug-17
Initiative Tracker for D&D,GAME,BOARD,4.600856304,2335.0,"50,000+",0,Everyone,5-Nov-18
Learn Chinese free for beginners: kids and adults,GAME,EDUCATIONAL,4.578267574,1316.0,"100,000+",0,Everyone,15-Jan-19
Ancient China HD,GAME,TRIVIA,4.857142925,7.0,500+,0,Everyone,28-Sep-14
Butterfly Kyodai - Free Games,GAME,PUZZLE,3.400000095,5.0,"1,000+",0,Everyone,7-Dec-18
4 Fingers,GAME,ARCADE,3.281977177,5887.0,"1,000,000+",0,Teen,5-Jun-17
Moto Bike Attack Racing,GAME,RACING,4.207100391,507.0,"100,000+",0,Teen,29-Mar-19
Draw Rider,GAME,RACING,3.962311745,71614.0,"5,000,000+",0,Everyone 10+,25-Jan-19
THE aMAZEing Labyrinth,GAME,BOARD,3.854938269,1620.0,"10,000+",4.99 ,Everyone,9-Feb-16
Marshmello Alone Music Pad,GAME,MUSIC,4.20979023,429.0,"100,000+",0,Everyone,17-Oct-18
Hungry Cat Mahjong HD,GAME,PUZZLE,3.935364723,1083.0,"10,000+",0,Everyone,14-Mar-17
?????,GAME,ROLE_PLAYING,4.669090748,550.0,"10,000+",0,Everyone,23-Feb-19
Flipper Puzzle,GAME,ADVENTURE,3.75,8.0,500+,0,Everyone,30-Nov-14
Survival Penguin,GAME,ARCADE,4.249180317,610.0,"50,000+",0,Everyone 10+,3-Dec-13
Manhattan requiem [Challenge],GAME,ADVENTURE,4.587786198,131.0,"10,000+",0,Teen,30-Jun-17
Laws of Civilization,GAME,SIMULATION,4.66511631,430.0,"10,000+",4.29 ,Teen,31-Mar-19
Balloon POP Blots Drop,GAME,ARCADE,4.245901585,122.0,"100,000+",0,Everyone,4-Jan-18
Thai Farmer ?????????????,GAME,SIMULATION,4.789916039,714.0,"5,000+",0.99 ,Everyone,27-Aug-17
Harvest Master: Farm Sim,GAME,SIMULATION,4.442623138,671.0,"10,000+",2.99 ,Everyone,30-Apr-17
Trendy Stylist - Fashion Game ????,GAME,ROLE_PLAYING,4.224068642,1986.0,"100,000+",0,Everyone,18-Mar-19
Animal Boyfriend,GAME,SIMULATION,3.982571125,10672.0,"500,000+",0,Everyone,31-Jan-19
RPG Record of Agarest War Zero,GAME,ROLE_PLAYING,4.587776184,769.0,"5,000+",13.99 ,Teen,31-May-16
???????. ??????? ??????????,GAME,EDUCATIONAL,4.10806036,5645.0,"1,000,000+",0,Everyone,6-Nov-15
Game ????? ???? Tigrinya game,GAME,EDUCATIONAL,4,4.0,"1,000+",0,Everyone,5-Nov-16
Medicine Dash - Hospital Time Management Game,GAME,SIMULATION,4.344192505,2118.0,"100,000+",0,Everyone,18-Jul-18
Fill the circle!,GAME,ARCADE,4.583333492,36.0,500+,0,Everyone,17-Dec-15
F-pics,GAME,CASUAL,5,3.0,500+,0,Everyone,22-Aug-14
Pass the Lap! Pop the circle!,GAME,ARCADE,4.55445528,202.0,"1,000+",0,Everyone,3-Feb-16
JoyJoy,GAME,ARCADE,4.434710979,1210.0,"10,000+",1.99 ,Everyone,31-Mar-15
No Stick Shooter,GAME,ARCADE,4.580645084,31.0,"1,000+",1.99 ,Everyone,17-May-17
Egypt Bubble Pharaoh,GAME,PUZZLE,4.534954548,987.0,"100,000+",0,Everyone,1-Mar-18
Crayon Scratch,GAME,EDUCATIONAL,4,15.0,"1,000+",0,Everyone,8-Aug-18
Berry Monsters,GAME,ROLE_PLAYING,4.583333492,2808.0,"100,000+",0,Everyone,31-Dec-18
Hobby Farm HD (Full),GAME,CASUAL,4.71875,32.0,100+,4.99 ,Everyone,18-Feb-19
Aircraft Fire,GAME,ADVENTURE,4.06462574,294.0,"10,000+",0,Everyone,2-Nov-17
Car vs Bike Racing,GAME,RACING,4.158293247,4757.0,"1,000,000+",0,Everyone,19-Mar-19
Lifeline: Halfway to Infinity,GAME,ADVENTURE,4.714426994,1012.0,"10,000+",2.99 ,Everyone,14-Dec-16
Fairy Knights,GAME,ROLE_PLAYING,4.728070259,228.0,"1,000+",2.99 ,Teen,1-Feb-19
Solitaire: Classic Klondike Card Games,GAME,CARD,4.735714436,140.0,"10,000+",0,Everyone,23-Jan-19
???? for kakao,GAME,ARCADE,4.397891045,1603972.0,"10,000,000+",0,Everyone,24-May-18
Lines 98 - The classic game,GAME,BOARD,4.75,4.0,"1,000+",0,Everyone,11-Feb-19
World of Letters (??????? ??????),GAME,EDUCATIONAL,4.199999809,5.0,500+,0,Everyone,9-Dec-18
Ellie�s Wedding Dash - Time Management Bridal Shop,GAME,SIMULATION,4.347909927,1555.0,"100,000+",0,Everyone,20-Aug-18
Co Caro - Game C� r�,GAME,PUZZLE,3.441176414,34.0,"10,000+",0,Everyone,16-Jan-16
Tata T1 Prima Truck Racing,GAME,RACING,4.095783234,1660.0,"100,000+",0,Everyone,28-Oct-15
Mad For Dance - Taptap Dance,GAME,SIMULATION,4.641080379,1407.0,"10,000+",0,Everyone,22-Mar-19
Raising Ojipockle,GAME,SIMULATION,4.119225502,6819.0,"500,000+",0,Everyone,1-Mar-17
Armajet,GAME,ACTION,3.927461147,193.0,"100,000+",0,Teen,2-Apr-19
Box Pursuit Trivia Questions,GAME,TRIVIA,3.903432131,1719.0,"50,000+",0,Everyone,4-Aug-16
Box Pursuit Questions Quiz Pro,GAME,TRIVIA,4.333333492,9.0,50+,2.49 ,Everyone,4-Aug-16
Car Driving in Crazy Town,GAME,RACING,4.156665325,2183.0,"1,000,000+",0,Everyone,7-Nov-17
?????????????????????,GAME,CASUAL,4.681050777,2132.0,"10,000+",0,Teen,28-Feb-18
Koshien - High School Baseball,GAME,SPORTS,4.353259087,3329.0,"10,000+",0,Everyone,20-Mar-19
SpongeBob Tickler,GAME,CASUAL,3.384615421,325.0,"10,000+",0.99 ,Everyone,30-Oct-13
Color Puzzle 2018,GAME,PUZZLE,4.821428776,28.0,100+,0,Everyone,8-Aug-18
Math Seeker,GAME,PUZZLE,4.583333492,12.0,"1,000+",0,Everyone,22-Mar-19
Solitaire,GAME,CARD,4.239133358,47024.0,"5,000,000+",0,Everyone,12-Mar-19
Greanade Simulation,GAME,SIMULATION,3,4.0,100+,0,Everyone,26-May-17
NekoSumo,GAME,CASUAL,1.600000024,5.0,100+,0,Everyone,31-Dec-18
Only One,GAME,ROLE_PLAYING,4.469524384,210841.0,"1,000,000+",0,Teen,2-Jul-18
Learn alif ba ta,GAME,EDUCATIONAL,4.794871807,39.0,"10,000+",0,Everyone,28-Nov-17
Crossword Lite,GAME,WORD,4.229382038,10646.0,"1,000,000+",0,Everyone,12-Nov-18
Kingturn RPG Lite,GAME,ROLE_PLAYING,3.958333254,864.0,"50,000+",0,Teen,14-Nov-18
